firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,FIRST 4 NUMBERS,,globe:,
name1542,lastname1542,February,3,1999,Management,0918 579 6860,,0918,,,
name1543,lastname1543,May,20,1997,Legal Management,0927 715 5047,,0927,,,
name1544,lastname1544,March,18,1997,Information Technology Entrepreneurship,0927 664 6033,,0927,,,
name1545,lastname1545,February,7,1997,Legal Management,0927 426 3430,,0927,,,
name1546,lastname1546,February,9,2000,Legal Management,0918 567 9539,,0918,,,
name1547,lastname1547,March,4,1998,Management,0927 498 3341,,0927,,,
name1548,lastname1548,October,10,1999,Communications Technology,0927 400 8565,,0927,,,
name1549,lastname1549,June,23,1999,Management,0917 760 6884,,0917,,,
name1550,lastname1550,October,15,2000,Legal Management,0918 410 4200,,0918,,,
name1551,lastname1551,December,13,1998,Management Engineering,0927 449 1400,,0927,,,
name1552,lastname1552,July,11,1997,Legal Management,0918 442 4432,,0918,,,
name1553,lastname1553,March,19,1998,Communications Technology,0918 163 6088,,0918,,,
name1554,lastname1554,January,10,1998,Management Engineering,0917 921 7601,,0917,,,
name1555,lastname1555,December,27,1997,Communications Technology,0918 837 7380,,0918,,,
name1556,lastname1556,November,24,1999,Management Engineering,0917 742 7013,,0917,,,
name1557,lastname1557,April,2,1997,Management Engineering,0927 115 6056,,0927,,,
name1558,lastname1558,January,19,1999,Legal Management,0927 405 3000,,0927,,,
name1559,lastname1559,August,20,2001,Management,0917 917 7094,,0917,,,
name1560,lastname1560,May,21,1998,Information Technology Entrepreneurship,0927 450 2022,,0927,,,
name1561,lastname1561,November,10,1999,Management Engineering,0927 297 9539,,0927,,,
name1562,lastname1562,June,23,1998,Management,0927 386 9411,,0927,,,
name1563,lastname1563,November,5,1998,Management,0918 944 2477,,0918,,,
name1564,lastname1564,July,28,1999,Management Engineering,0927 945 7548,,0927,,,
name1565,lastname1565,August,15,1997,Management Engineering,0918 591 3333,,0918,,,
name1566,lastname1566,August,12,1997,Legal Management,0927 621 4551,,0927,,,
name1567,lastname1567,June,2,2001,Communications Technology,0917 500 8114,,0917,,,
name1568,lastname1568,September,3,1999,Legal Management,0927 815 1632,,0927,,,
name1569,lastname1569,March,18,1999,Management Engineering,0918 632 3144,,0918,,,
name1570,lastname1570,September,16,1997,Management,0917 890 7944,,0917,,,
name1571,lastname1571,April,25,2001,Management,0918 260 6647,,0918,,,
name1572,lastname1572,September,14,2001,Communications Technology,0918 868 4725,,0918,,,
name1573,lastname1573,January,26,1997,Legal Management,0917 900 3067,,0917,,,
name1574,lastname1574,December,9,1998,Legal Management,0917 564 3281,,0917,,,
name1575,lastname1575,January,22,1998,Management,0918 815 7208,,0918,,,
name1576,lastname1576,March,17,1998,Information Technology Entrepreneurship,0927 632 3351,,0927,,,
name1577,lastname1577,January,12,1997,Information Technology Entrepreneurship,0917 760 8418,,0917,,,
name1578,lastname1578,February,27,1999,Management Engineering,0917 580 9793,,0917,,,
name1579,lastname1579,May,15,1999,Management Engineering,0918 172 4970,,0918,,,
name1580,lastname1580,May,18,1998,Information Technology Entrepreneurship,0918 272 5703,,0918,,,
name1581,lastname1581,December,9,2001,Legal Management,0918 962 6954,,0918,,,
name1582,lastname1582,November,4,2000,Management Engineering,0927 491 6684,,0927,,,
name1583,lastname1583,November,19,1997,Management,0927 708 9046,,0927,,,
name1584,lastname1584,July,21,1997,Management Engineering,0927 928 8064,,0927,,,
name1585,lastname1585,March,5,1997,Management Engineering,0927 989 5381,,0927,,,
name1586,lastname1586,September,25,1997,Management,0917 862 5481,,0917,,,
name1587,lastname1587,March,28,1997,Information Technology Entrepreneurship,0917 497 2907,,0917,,,
name1588,lastname1588,April,11,2001,Information Technology Entrepreneurship,0917 348 1333,,0917,,,
name1589,lastname1589,May,5,1998,Legal Management,0918 774 9374,,0918,,,
name1590,lastname1590,January,22,2001,Legal Management,0917 687 9040,,0917,,,
name1591,lastname1591,February,28,2001,Information Technology Entrepreneurship,0927 533 2835,,0927,,,
name1592,lastname1592,August,8,2001,Communications Technology,0927 236 8391,,0927,,,
name1593,lastname1593,December,22,1997,Management,0918 783 9530,,0918,,,
name1594,lastname1594,September,4,1997,Management,0918 927 5880,,0918,,,
name1595,lastname1595,June,25,2000,Information Technology Entrepreneurship,0927 661 6951,,0927,,,
name1596,lastname1596,March,27,2000,Legal Management,0918 359 1983,,0918,,,
name1597,lastname1597,July,20,1999,Management,0917 292 4179,,0917,,,
name1598,lastname1598,November,15,1999,Management,0918 285 8534,,0918,,,
name1599,lastname1599,September,25,1998,Management Engineering,0918 164 8297,,0918,,,
name1600,lastname1600,June,1,1998,Communications Technology,0927 288 8492,,0927,,,
name1601,lastname1601,February,15,1997,Management,0918 867 9643,,0918,,,
name1602,lastname1602,June,25,1997,Management Engineering,0918 905 1512,,0918,,,
name1603,lastname1603,September,4,1999,Information Technology Entrepreneurship,0927 575 9786,,0927,,,
name1604,lastname1604,May,19,1998,Legal Management,0918 908 5902,,0918,,,
name1605,lastname1605,April,5,1999,Communications Technology,0918 386 3965,,0918,,,
name1606,lastname1606,May,20,1997,Management,0917 109 8620,,0917,,,
name1607,lastname1607,January,1,1997,Communications Technology,0927 334 5450,,0927,,,
name1608,lastname1608,April,21,1998,Management Engineering,0918 812 1222,,0918,,,
name1609,lastname1609,July,18,1998,Legal Management,0918 857 7371,,0918,,,
name1610,lastname1610,March,25,1999,Management,0927 834 5521,,0927,,,
name1611,lastname1611,April,14,2000,Management,0918 485 8289,,0918,,,
name1612,lastname1612,June,13,1999,Management Engineering,0917 922 4155,,0917,,,
name1613,lastname1613,February,15,1997,Management Engineering,0927 893 7520,,0927,,,
name1614,lastname1614,January,1,1997,Management,0917 326 3403,,0917,,,
name1615,lastname1615,November,20,1997,Communications Technology,0917 645 6607,,0917,,,
name1616,lastname1616,April,16,1998,Management Engineering,0917 434 7543,,0917,,,
name1617,lastname1617,October,13,1999,Communications Technology,0918 507 9807,,0918,,,
name1618,lastname1618,May,18,1999,Communications Technology,0917 169 2137,,0917,,,
name1619,lastname1619,April,25,1998,Legal Management,0927 506 1238,,0927,,,
name1620,lastname1620,July,17,1999,Information Technology Entrepreneurship,0918 368 9133,,0918,,,
name1621,lastname1621,July,19,1999,Information Technology Entrepreneurship,0927 558 2114,,0927,,,
name1622,lastname1622,May,9,1997,Management Engineering,0917 598 1160,,0917,,,
name1623,lastname1623,October,28,1999,Communications Technology,0927 997 8860,,0927,,,
name1624,lastname1624,June,23,1999,Management Engineering,0927 973 3481,,0927,,,
name1625,lastname1625,April,7,1997,Management Engineering,0917 782 7480,,0917,,,
name1626,lastname1626,July,7,1998,Management,0918 772 9716,,0918,,,
name1627,lastname1627,December,26,2000,Management,0917 209 5036,,0917,,,
name1628,lastname1628,October,1,1999,Information Technology Entrepreneurship,0918 718 3375,,0918,,,
name1629,lastname1629,August,13,1999,Legal Management,0918 777 6708,,0918,,,
name1630,lastname1630,September,11,1997,Management Engineering,0917 782 7638,,0917,,,
name1631,lastname1631,December,8,2001,Management Engineering,0917 700 9826,,0917,,,
name1632,lastname1632,February,16,1999,Legal Management,0917 422 5632,,0917,,,
name1633,lastname1633,July,27,1998,Management,0927 352 2048,,0927,,,
name1634,lastname1634,June,25,2001,Information Technology Entrepreneurship,0927 667 4402,,0927,,,
name1635,lastname1635,September,3,2000,Management Engineering,0918 354 2271,,0918,,,
name1636,lastname1636,December,7,1998,Communications Technology,0917 599 4743,,0917,,,
name1637,lastname1637,December,22,1997,Management Engineering,0917 145 8973,,0917,,,
name1638,lastname1638,April,25,1997,Information Technology Entrepreneurship,0917 936 1237,,0917,,,
name1639,lastname1639,March,8,1999,Information Technology Entrepreneurship,0917 530 9570,,0917,,,
name1640,lastname1640,August,3,1998,Management,0917 324 4108,,0917,,,
name1641,lastname1641,June,14,1997,Management Engineering,0927 190 8210,,0927,,,
name1642,lastname1642,December,12,1999,Management,0917 475 3924,,0917,,,
name1643,lastname1643,March,10,1997,Management,0917 857 8466,,0917,,,
name1644,lastname1644,September,21,2000,Management,0918 456 3730,,0918,,,
name1645,lastname1645,March,21,1998,Management Engineering,0918 845 7547,,0918,,,
name1646,lastname1646,August,4,2001,Management,0927 627 5354,,0927,,,
name1647,lastname1647,February,5,2000,Management Engineering,0917 513 7001,,0917,,,
name1648,lastname1648,July,8,1998,Legal Management,0917 609 8149,,0917,,,
name1649,lastname1649,March,17,1997,Management Engineering,0927 324 3799,,0927,,,
name1650,lastname1650,April,26,2001,Communications Technology,0918 276 6108,,0918,,,
name1651,lastname1651,May,16,1997,Management Engineering,0917 540 8194,,0917,,,
name1652,lastname1652,July,23,1999,Information Technology Entrepreneurship,0927 805 2574,,0927,,,
name1653,lastname1653,July,7,1998,Communications Technology,0927 939 7447,,0927,,,
name1654,lastname1654,November,4,1998,Management,0918 279 3610,,0918,,,
name1655,lastname1655,January,17,2000,Communications Technology,0927 182 3538,,0927,,,
name1656,lastname1656,May,9,2001,Communications Technology,0917 225 2450,,0917,,,
name1657,lastname1657,February,20,1997,Information Technology Entrepreneurship,0927 585 5387,,0927,,,
name1658,lastname1658,November,17,1999,Information Technology Entrepreneurship,0927 132 4378,,0927,,,
name1659,lastname1659,February,16,2001,Management,0917 426 6016,,0917,,,
name1660,lastname1660,March,4,1997,Legal Management,0918 377 9121,,0918,,,
name1661,lastname1661,December,19,1997,Legal Management,0927 351 2073,,0927,,,
name1662,lastname1662,May,11,2000,Information Technology Entrepreneurship,0917 331 9925,,0917,,,
name1663,lastname1663,June,7,1999,Information Technology Entrepreneurship,0927 282 8654,,0927,,,
name1664,lastname1664,June,9,2001,Legal Management,0917 109 2041,,0917,,,
name1665,lastname1665,March,27,1998,Management,0918 876 9262,,0918,,,
name1666,lastname1666,October,4,2000,Legal Management,0917 493 5680,,0917,,,
name1667,lastname1667,September,25,1999,Legal Management,0917 782 2046,,0917,,,
name1668,lastname1668,August,2,1998,Communications Technology,0918 316 8589,,0918,,,
name1669,lastname1669,June,16,1997,Legal Management,0927 927 6310,,0927,,,
name1670,lastname1670,July,19,1997,Management Engineering,0927 401 8816,,0927,,,
name1671,lastname1671,February,27,2001,Information Technology Entrepreneurship,0917 234 2366,,0917,,,
name1672,lastname1672,May,9,1999,Legal Management,0917 211 9349,,0917,,,
name1673,lastname1673,January,8,2000,Communications Technology,0917 528 4529,,0917,,,
name1674,lastname1674,November,19,1998,Management Engineering,0917 209 1835,,0917,,,
name1675,lastname1675,May,28,1997,Information Technology Entrepreneurship,0927 267 4069,,0927,,,
name1676,lastname1676,December,25,2000,Legal Management,0918 406 5317,,0918,,,
name1677,lastname1677,June,18,2000,Communications Technology,0917 350 7936,,0917,,,
name1678,lastname1678,November,13,2000,Legal Management,0918 668 6906,,0918,,,
name1679,lastname1679,May,12,2001,Information Technology Entrepreneurship,0918 764 1314,,0918,,,
name1680,lastname1680,December,22,1998,Information Technology Entrepreneurship,0917 229 3120,,0917,,,
name1681,lastname1681,March,25,1999,Management Engineering,0917 666 9320,,0917,,,
name1682,lastname1682,October,21,1998,Management Engineering,0917 873 7447,,0917,,,
name1683,lastname1683,November,10,1998,Management Engineering,0918 448 4070,,0918,,,
name1684,lastname1684,December,21,1997,Management,0927 860 2285,,0927,,,
name1685,lastname1685,December,16,1997,Legal Management,0918 282 8460,,0918,,,
name1686,lastname1686,August,11,1997,Management Engineering,0927 380 8663,,0927,,,
name1687,lastname1687,April,24,1998,Management Engineering,0927 725 9531,,0927,,,
name1688,lastname1688,June,3,1999,Communications Technology,0917 961 3410,,0917,,,
name1689,lastname1689,December,18,1999,Management Engineering,0927 408 9900,,0927,,,
name1690,lastname1690,July,6,1997,Management Engineering,0917 697 3877,,0917,,,
name1691,lastname1691,September,18,1997,Information Technology Entrepreneurship,0917 950 4112,,0917,,,
name1692,lastname1692,May,4,2000,Information Technology Entrepreneurship,0917 331 2269,,0917,,,
name1693,lastname1693,February,7,1998,Management Engineering,0927 843 6944,,0927,,,
name1694,lastname1694,February,18,2001,Management,0918 989 9777,,0918,,,
name1695,lastname1695,January,10,1997,Management,0918 959 8868,,0918,,,
name1696,lastname1696,February,20,2001,Information Technology Entrepreneurship,0918 432 9643,,0918,,,
name1697,lastname1697,March,7,1999,Information Technology Entrepreneurship,0918 351 6631,,0918,,,
name1698,lastname1698,October,25,1999,Information Technology Entrepreneurship,0917 709 6669,,0917,,,
name1699,lastname1699,December,5,1997,Management,0917 708 6860,,0917,,,
name1700,lastname1700,April,18,1998,Management,0917 493 5524,,0917,,,
name1701,lastname1701,June,1,1997,Communications Technology,0917 398 4541,,0917,,,
name1702,lastname1702,January,19,1998,Legal Management,0917 417 8666,,0917,,,
name1703,lastname1703,June,22,1997,Legal Management,0918 295 1382,,0918,,,
name1704,lastname1704,February,2,1998,Legal Management,0918 515 7421,,0918,,,
name1705,lastname1705,January,1,1997,Communications Technology,0917 311 3470,,0917,,,
name1706,lastname1706,August,16,1998,Information Technology Entrepreneurship,0927 939 9260,,0927,,,
name1707,lastname1707,September,23,2001,Management,0927 986 3129,,0927,,,
name1708,lastname1708,November,3,1997,Information Technology Entrepreneurship,0918 817 8602,,0918,,,
name1709,lastname1709,December,18,1997,Information Technology Entrepreneurship,0918 765 3651,,0918,,,
name1710,lastname1710,October,25,2001,Legal Management,0927 603 1574,,0927,,,
name1711,lastname1711,May,25,1998,Information Technology Entrepreneurship,0918 970 1693,,0918,,,
name1712,lastname1712,December,19,1998,Management Engineering,0927 933 8376,,0927,,,
name1713,lastname1713,April,14,1997,Management,0927 751 3712,,0927,,,
name1714,lastname1714,August,15,2001,Management,0918 236 8919,,0918,,,
name1715,lastname1715,July,2,1997,Communications Technology,0917 559 8093,,0917,,,
name1716,lastname1716,September,25,2000,Legal Management,0918 540 8555,,0918,,,
name1717,lastname1717,November,5,1997,Information Technology Entrepreneurship,0918 894 2375,,0918,,,
name1718,lastname1718,May,17,1997,Management Engineering,0918 838 2342,,0918,,,
name1719,lastname1719,July,2,2000,Management Engineering,0927 631 8040,,0927,,,
name1720,lastname1720,January,6,1997,Legal Management,0917 738 1839,,0917,,,
name1721,lastname1721,July,23,1998,Communications Technology,0927 544 3279,,0927,,,
name1722,lastname1722,March,4,1998,Information Technology Entrepreneurship,0917 693 8959,,0917,,,
name1723,lastname1723,May,22,1998,Information Technology Entrepreneurship,0917 281 3092,,0917,,,
name1724,lastname1724,June,10,1997,Management,0917 252 6526,,0917,,,
name1725,lastname1725,April,23,1998,Communications Technology,0927 268 5622,,0927,,,
name1726,lastname1726,September,26,1997,Legal Management,0917 660 9137,,0917,,,
name1727,lastname1727,January,26,1998,Management Engineering,0927 581 4936,,0927,,,
name1728,lastname1728,August,19,1997,Management,0917 565 5934,,0917,,,
name1729,lastname1729,November,12,1997,Legal Management,0918 776 4007,,0918,,,
name1730,lastname1730,April,13,1999,Management Engineering,0918 461 2548,,0918,,,
name1731,lastname1731,August,22,1998,Communications Technology,0927 368 7728,,0927,,,
name1732,lastname1732,August,21,1998,Management,0927 376 2938,,0927,,,
name1733,lastname1733,January,19,2000,Communications Technology,0927 740 2743,,0927,,,
name1734,lastname1734,June,15,2000,Legal Management,0918 200 7458,,0918,,,
name1735,lastname1735,March,26,1997,Legal Management,0927 632 8106,,0927,,,
name1736,lastname1736,October,17,1997,Legal Management,0917 653 7150,,0917,,,
name1737,lastname1737,August,1,2001,Management,0917 932 2383,,0917,,,
name1738,lastname1738,February,4,2001,Legal Management,0927 173 7762,,0927,,,
name1739,lastname1739,August,26,2000,Management,0918 647 9671,,0918,,,
name1740,lastname1740,May,14,1999,Legal Management,0927 225 6935,,0927,,,
name1741,lastname1741,September,8,2000,Information Technology Entrepreneurship,0918 863 7980,,0918,,,
name1742,lastname1742,September,7,1999,Management,0918 301 7635,,0918,,,
name1743,lastname1743,May,17,2000,Legal Management,0927 965 1587,,0927,,,
name1744,lastname1744,October,27,1997,Information Technology Entrepreneurship,0927 478 1325,,0927,,,
name1745,lastname1745,January,6,1998,Legal Management,0917 321 6378,,0917,,,
name1746,lastname1746,October,16,1997,Information Technology Entrepreneurship,0927 928 7417,,0927,,,
name1747,lastname1747,July,12,1997,Management,0918 401 2702,,0918,,,
name1748,lastname1748,September,11,1999,Communications Technology,0927 864 1701,,0927,,,
name1749,lastname1749,May,17,2000,Legal Management,0918 375 9630,,0918,,,
name1750,lastname1750,February,1,1997,Management,0918 185 8937,,0918,,,
name1751,lastname1751,May,6,1999,Management,0927 144 4452,,0927,,,
name1752,lastname1752,September,17,1997,Information Technology Entrepreneurship,0927 798 4040,,0927,,,
name1753,lastname1753,April,18,1998,Information Technology Entrepreneurship,0918 386 4372,,0918,,,
name1754,lastname1754,April,20,1997,Legal Management,0918 400 4239,,0918,,,
name1755,lastname1755,June,2,1997,Management Engineering,0917 482 1573,,0917,,,
name1756,lastname1756,May,2,1998,Information Technology Entrepreneurship,0927 942 1394,,0927,,,
name1757,lastname1757,May,11,1999,Legal Management,0927 545 6854,,0927,,,
name1758,lastname1758,October,21,1997,Communications Technology,0918 862 8091,,0918,,,
name1759,lastname1759,May,14,1998,Information Technology Entrepreneurship,0927 634 2284,,0927,,,
name1760,lastname1760,August,17,1998,Communications Technology,0927 350 8183,,0927,,,
name1761,lastname1761,March,28,1998,Management,0917 272 5999,,0917,,,
name1762,lastname1762,May,13,1998,Communications Technology,0927 468 8484,,0927,,,
name1763,lastname1763,May,2,1998,Communications Technology,0917 459 3522,,0917,,,
name1764,lastname1764,June,3,1999,Management Engineering,0927 309 1720,,0927,,,
name1765,lastname1765,February,18,1998,Management Engineering,0927 972 9371,,0927,,,
name1766,lastname1766,September,28,2001,Communications Technology,0918 399 7923,,0918,,,
name1767,lastname1767,November,13,1998,Management,0927 112 2072,,0927,,,
name1768,lastname1768,November,21,1998,Information Technology Entrepreneurship,0927 244 5177,,0927,,,
name1769,lastname1769,December,8,1999,Management,0927 750 6690,,0927,,,
name1770,lastname1770,January,5,1999,Communications Technology,0918 321 4539,,0918,,,
name1771,lastname1771,November,4,1997,Information Technology Entrepreneurship,0927 622 7513,,0927,,,
name1772,lastname1772,December,27,1999,Legal Management,0927 439 5173,,0927,,,
name1773,lastname1773,February,16,1999,Management Engineering,0927 886 5322,,0927,,,
name1774,lastname1774,March,13,1999,Communications Technology,0917 458 2332,,0917,,,
name1775,lastname1775,December,8,1998,Communications Technology,0927 126 7838,,0927,,,
name1776,lastname1776,April,19,1999,Information Technology Entrepreneurship,0917 704 1136,,0917,,,
name1777,lastname1777,April,15,2001,Legal Management,0917 223 5890,,0917,,,
name1778,lastname1778,May,25,1998,Management,0927 948 7837,,0927,,,
name1779,lastname1779,February,12,1998,Information Technology Entrepreneurship,0927 897 3040,,0927,,,
name1780,lastname1780,May,16,2001,Legal Management,0918 581 2425,,0918,,,
name1781,lastname1781,July,22,2001,Management,0918 753 4933,,0918,,,
name1782,lastname1782,August,18,2001,Legal Management,0927 241 5308,,0927,,,
name1783,lastname1783,October,21,1997,Information Technology Entrepreneurship,0917 650 8776,,0917,,,
name1784,lastname1784,April,26,1998,Communications Technology,0918 843 2763,,0918,,,
name1785,lastname1785,September,10,1997,Information Technology Entrepreneurship,0918 657 1572,,0918,,,
name1786,lastname1786,August,14,1997,Communications Technology,0917 134 4322,,0917,,,
name1787,lastname1787,August,1,1998,Legal Management,0927 185 9470,,0927,,,
name1788,lastname1788,September,16,1998,Legal Management,0927 530 2041,,0927,,,
name1789,lastname1789,August,12,2000,Legal Management,0917 274 4019,,0917,,,
name1790,lastname1790,January,16,1998,Management Engineering,0927 888 5310,,0927,,,
name1791,lastname1791,May,21,1997,Information Technology Entrepreneurship,0918 510 4996,,0918,,,
name1792,lastname1792,July,21,1999,Management,0917 945 8298,,0917,,,
name1793,lastname1793,November,1,1998,Legal Management,0927 830 1201,,0927,,,
name1794,lastname1794,July,10,1999,Management,0918 956 2885,,0918,,,
name1795,lastname1795,August,9,1999,Management,0927 534 6657,,0927,,,
name1796,lastname1796,May,16,1998,Information Technology Entrepreneurship,0917 561 9612,,0917,,,
name1797,lastname1797,February,14,1998,Management,0917 911 6438,,0917,,,
name1798,lastname1798,May,21,2000,Communications Technology,0917 488 8960,,0917,,,
name1799,lastname1799,July,18,1997,Information Technology Entrepreneurship,0917 914 4274,,0917,,,
name1800,lastname1800,June,8,1997,Management Engineering,0918 386 6944,,0918,,,
name1801,lastname1801,July,22,1998,Management,0918 320 1548,,0918,,,
name1802,lastname1802,June,23,1997,Legal Management,0917 347 1553,,0917,,,
name1803,lastname1803,April,9,1998,Management Engineering,0927 424 6059,,0927,,,
name1804,lastname1804,November,6,2000,Management Engineering,0918 617 9852,,0918,,,
name1805,lastname1805,February,7,1997,Communications Technology,0917 487 9127,,0917,,,
name1806,lastname1806,April,26,1998,Communications Technology,0917 810 4831,,0917,,,
name1807,lastname1807,February,6,1997,Communications Technology,0927 630 7509,,0927,,,
name1808,lastname1808,March,15,2001,Communications Technology,0917 167 1593,,0917,,,
name1809,lastname1809,December,11,1998,Legal Management,0917 421 6667,,0917,,,
name1810,lastname1810,July,20,1997,Management,0917 985 3009,,0917,,,
name1811,lastname1811,May,3,1999,Communications Technology,0917 466 4919,,0917,,,
name1812,lastname1812,September,1,1997,Communications Technology,0918 248 8524,,0918,,,
name1813,lastname1813,March,28,1999,Management Engineering,0917 764 8724,,0917,,,
name1814,lastname1814,November,24,1998,Information Technology Entrepreneurship,0917 390 8744,,0917,,,
name1815,lastname1815,August,21,1998,Legal Management,0927 336 7971,,0927,,,
name1816,lastname1816,November,19,1997,Management Engineering,0917 608 5191,,0917,,,
name1817,lastname1817,May,27,2000,Legal Management,0917 857 7520,,0917,,,
name1818,lastname1818,August,12,1999,Legal Management,0927 335 6538,,0927,,,
name1819,lastname1819,July,8,1997,Information Technology Entrepreneurship,0927 503 7973,,0927,,,
name1820,lastname1820,June,8,1998,Legal Management,0918 138 7589,,0918,,,
name1821,lastname1821,May,5,2000,Management Engineering,0918 688 3340,,0918,,,
name1822,lastname1822,January,7,2001,Legal Management,0918 603 1124,,0918,,,
name1823,lastname1823,June,9,2000,Management,0927 800 2625,,0927,,,
name1824,lastname1824,April,21,1997,Communications Technology,0918 749 9483,,0918,,,
name1825,lastname1825,December,16,2000,Management Engineering,0918 125 9294,,0918,,,
name1826,lastname1826,March,12,2001,Management Engineering,0918 614 3280,,0918,,,
name1827,lastname1827,December,16,1997,Management Engineering,0918 511 9530,,0918,,,
name1828,lastname1828,April,3,1997,Management,0917 916 9573,,0917,,,
name1829,lastname1829,June,15,1999,Legal Management,0917 277 2479,,0917,,,
name1830,lastname1830,November,15,1999,Management Engineering,0918 197 5144,,0918,,,
name1831,lastname1831,March,8,1999,Legal Management,0927 527 3732,,0927,,,
name1832,lastname1832,June,8,2001,Information Technology Entrepreneurship,0917 156 3760,,0917,,,
name1833,lastname1833,April,18,1999,Management Engineering,0917 511 2707,,0917,,,
name1834,lastname1834,September,9,1999,Management Engineering,0917 816 7465,,0917,,,
name1835,lastname1835,September,3,2000,Legal Management,0917 470 1638,,0917,,,
name1836,lastname1836,June,24,1999,Management,0917 756 5799,,0917,,,
name1837,lastname1837,January,10,1998,Information Technology Entrepreneurship,0917 454 3754,,0917,,,
name1838,lastname1838,December,2,2000,Communications Technology,0917 291 7417,,0917,,,
name1839,lastname1839,August,8,2000,Management Engineering,0917 649 8594,,0917,,,
name1840,lastname1840,June,24,1999,Legal Management,0918 663 4717,,0918,,,
name1841,lastname1841,June,14,1999,Communications Technology,0918 719 9417,,0918,,,
name1842,lastname1842,May,11,1997,Management Engineering,0918 841 9875,,0918,,,
name1843,lastname1843,July,14,1998,Management Engineering,0917 359 8152,,0917,,,
name1844,lastname1844,February,5,1997,Information Technology Entrepreneurship,0918 281 9072,,0918,,,
name1845,lastname1845,March,24,1999,Legal Management,0917 461 4220,,0917,,,
name1846,lastname1846,November,14,1999,Management,0917 548 9682,,0917,,,
name1847,lastname1847,April,28,1997,Information Technology Entrepreneurship,0917 307 2088,,0917,,,
name1848,lastname1848,May,28,1997,Legal Management,0918 941 3734,,0918,,,
name1849,lastname1849,August,11,1998,Communications Technology,0917 392 1576,,0917,,,
name1850,lastname1850,July,19,1999,Communications Technology,0918 834 1480,,0918,,,
name1851,lastname1851,July,16,2000,Information Technology Entrepreneurship,0927 201 4051,,0927,,,
name1852,lastname1852,August,27,1999,Management,0927 352 4021,,0927,,,
name1853,lastname1853,June,21,1999,Management Engineering,0927 641 8370,,0927,,,
name1854,lastname1854,April,15,2000,Management Engineering,0917 826 2659,,0917,,,
name1855,lastname1855,September,21,1999,Management Engineering,0927 525 7061,,0927,,,
name1856,lastname1856,May,1,2001,Management Engineering,0917 179 1652,,0917,,,
name1857,lastname1857,October,11,1997,Management Engineering,0918 486 8426,,0918,,,
name1858,lastname1858,August,11,1998,Information Technology Entrepreneurship,0917 577 2728,,0917,,,
name1859,lastname1859,November,13,1997,Legal Management,0917 625 9405,,0917,,,
name1860,lastname1860,August,10,1998,Management,0918 644 9525,,0918,,,
name1861,lastname1861,April,27,1997,Communications Technology,0918 369 2095,,0918,,,
name1862,lastname1862,July,16,1997,Management Engineering,0917 128 2945,,0917,,,
name1863,lastname1863,November,11,1997,Management Engineering,0917 893 8398,,0917,,,
name1864,lastname1864,July,8,1998,Communications Technology,0927 739 2312,,0927,,,
name1865,lastname1865,May,8,1997,Legal Management,0918 707 6368,,0918,,,
name1866,lastname1866,January,25,1997,Information Technology Entrepreneurship,0917 111 5040,,0917,,,
name1867,lastname1867,October,8,1999,Management Engineering,0918 140 5189,,0918,,,
name1868,lastname1868,November,10,2001,Management Engineering,0927 334 1585,,0927,,,
name1869,lastname1869,August,5,1998,Management Engineering,0927 304 5890,,0927,,,
name1870,lastname1870,April,1,1998,Legal Management,0927 564 3320,,0927,,,
name1871,lastname1871,November,12,1997,Management,0918 547 2499,,0918,,,
name1872,lastname1872,January,17,1999,Management,0918 129 6071,,0918,,,
name1873,lastname1873,February,9,2000,Information Technology Entrepreneurship,0927 737 4858,,0927,,,
name1874,lastname1874,November,23,2000,Information Technology Entrepreneurship,0917 199 2397,,0917,,,
name1875,lastname1875,May,13,1997,Information Technology Entrepreneurship,0917 136 2386,,0917,,,
name1876,lastname1876,March,10,1998,Legal Management,0917 808 6501,,0917,,,
name1877,lastname1877,November,7,1997,Legal Management,0927 728 9251,,0927,,,
name1878,lastname1878,January,17,1999,Information Technology Entrepreneurship,0927 814 4698,,0927,,,
name1879,lastname1879,June,25,1999,Information Technology Entrepreneurship,0918 179 6493,,0918,,,
name1880,lastname1880,January,27,1997,Management Engineering,0918 845 3785,,0918,,,
name1881,lastname1881,December,15,1997,Information Technology Entrepreneurship,0918 240 8941,,0918,,,
name1882,lastname1882,September,20,1999,Management Engineering,0927 674 7923,,0927,,,
name1883,lastname1883,August,18,1997,Legal Management,0918 360 7086,,0918,,,
name1884,lastname1884,November,23,1998,Legal Management,0927 416 7864,,0927,,,
name1885,lastname1885,March,28,1999,Management,0927 698 1510,,0927,,,
name1886,lastname1886,December,19,1997,Management Engineering,0918 928 8697,,0918,,,
name1887,lastname1887,December,26,1998,Legal Management,0917 458 5958,,0917,,,
name1888,lastname1888,January,6,1997,Information Technology Entrepreneurship,0927 145 2468,,0927,,,
name1889,lastname1889,January,5,2000,Information Technology Entrepreneurship,0927 551 5106,,0927,,,
name1890,lastname1890,July,5,1999,Communications Technology,0917 376 8469,,0917,,,
name1891,lastname1891,July,25,1997,Legal Management,0927 627 1082,,0927,,,
name1892,lastname1892,May,14,1999,Management,0917 351 6483,,0917,,,
name1893,lastname1893,April,6,2001,Legal Management,0918 976 7172,,0918,,,
name1894,lastname1894,July,9,1997,Management Engineering,0927 317 4456,,0927,,,
name1895,lastname1895,August,24,2001,Communications Technology,0917 951 6149,,0917,,,
